yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2013,NM,New Mexico,,10th,10th,Percent of students in grades 9-12 who have obesity,14.1
2013,NM,New Mexico,,11th,11th,Percent of students in grades 9-12 who have obesity,12.5
2013,NM,New Mexico,,12th,12th,Percent of students in grades 9-12 who have obesity,11.6
2013,NM,New Mexico,Male,Male,,Percent of students in grades 9-12 who have obesity,16.6
2013,NM,New Mexico,,Total,,Percent of students in grades 9-12 who have obesity,12.6
2013,NM,New Mexico,,2 or more races,,Percent of students in grades 9-12 who have obesity,8.2
2013,NM,New Mexico,,Asian,,Percent of students in grades 9-12 who have obesity,2.1
2013,NM,New Mexico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,NM,New Mexico,,Hispanic,,Percent of students in grades 9-12 who have obesity,12.8
2013,NM,New Mexico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,NM,New Mexico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,18.7
2013,NM,New Mexico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.3
2013,NV,Nevada,Female,Female,,Percent of students in grades 9-12 who have obesity,7.5
2013,NV,Nevada,,9th,9th,Percent of students in grades 9-12 who have obesity,10.3
2013,NV,Nevada,,10th,10th,Percent of students in grades 9-12 who have obesity,12.8
2013,NV,Nevada,,11th,11th,Percent of students in grades 9-12 who have obesity,10.1
2013,NV,Nevada,,12th,12th,Percent of students in grades 9-12 who have obesity,12.1
2013,NV,Nevada,Male,Male,,Percent of students in grades 9-12 who have obesity,15.3
2013,NV,Nevada,,Total,,Percent of students in grades 9-12 who have obesity,11.4
2013,NV,Nevada,,2 or more races,,Percent of students in grades 9-12 who have obesity,11.5
2013,NV,Nevada,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,NV,Nevada,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.4
2013,NV,Nevada,,Hispanic,,Percent of students in grades 9-12 who have obesity,13.4
2013,NV,Nevada,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,NV,Nevada,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,NV,Nevada,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,8.6
2013,NY,New York,Female,Female,,Percent of students in grades 9-12 who have obesity,8.9
2013,NY,New York,,9th,9th,Percent of students in grades 9-12 who have obesity,11.4
2013,NY,New York,,10th,10th,Percent of students in grades 9-12 who have obesity,10.6
2013,NY,New York,,11th,11th,Percent of students in grades 9-12 who have obesity,10.0
2013,NY,New York,,12th,12th,Percent of students in grades 9-12 who have obesity,9.9
2013,NY,New York,Male,Male,,Percent of students in grades 9-12 who have obesity,12.3
2013,NY,New York,,Total,,Percent of students in grades 9-12 who have obesity,10.6
2013,NY,New York,,2 or more races,,Percent of students in grades 9-12 who have obesity,22.5
2013,NY,New York,,Asian,,Percent of students in grades 9-12 who have obesity,6.5
2013,NY,New York,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,12.3
2013,NY,New York,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.3
2013,NY,New York,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,16.1
2013,NY,New York,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,19.6
2013,NY,New York,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,7.8
2013,OH,Ohio,Female,Female,,Percent of students in grades 9-12 who have obesity,8.3
2013,OH,Ohio,,9th,9th,Percent of students in grades 9-12 who have obesity,15.3
2013,OH,Ohio,,10th,10th,Percent of students in grades 9-12 who have obesity,16.4
2013,OH,Ohio,,11th,11th,Percent of students in grades 9-12 who have obesity,9.7
2013,OH,Ohio,,12th,12th,Percent of students in grades 9-12 who have obesity,10.2
2013,OH,Ohio,Male,Male,,Percent of students in grades 9-12 who have obesity,17.4
2013,OH,Ohio,,Total,,Percent of students in grades 9-12 who have obesity,13.0
2013,OH,Ohio,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,OH,Ohio,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,OH,Ohio,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,18.0
2013,OH,Ohio,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,OH,Ohio,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,OH,Ohio,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,OH,Ohio,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.3
2013,OK,Oklahoma,Female,Female,,Percent of students in grades 9-12 who have obesity,9.7
2013,OK,Oklahoma,,9th,9th,Percent of students in grades 9-12 who have obesity,13.2
2013,OK,Oklahoma,,10th,10th,Percent of students in grades 9-12 who have obesity,10.5
2013,OK,Oklahoma,,11th,11th,Percent of students in grades 9-12 who have obesity,11.8
2013,OK,Oklahoma,,12th,12th,Percent of students in grades 9-12 who have obesity,11.8
2013,OK,Oklahoma,Male,Male,,Percent of students in grades 9-12 who have obesity,14.1
2013,OK,Oklahoma,,Total,,Percent of students in grades 9-12 who have obesity,11.8
2013,OK,Oklahoma,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.4
2013,OK,Oklahoma,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,OK,Oklahoma,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,OK,Oklahoma,,Hispanic,,Percent of students in grades 9-12 who have obesity,11.8
2013,OK,Oklahoma,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,OK,Oklahoma,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,15.5
2013,OK,Oklahoma,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.9
2013,OR,Oregon,Female,Female,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,9th,9th,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,10th,10th,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,11th,11th,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,12th,12th,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,Male,Male,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Total,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,OR,Oregon,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,Female,Female,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,9th,9th,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,10th,10th,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,11th,11th,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,12th,12th,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,Male,Male,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Total,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,PA,Pennsylvania,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,Female,Female,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,9th,9th,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,10th,10th,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,11th,11th,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,12th,12th,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,Male,Male,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Total,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,PR,Puerto Rico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2013,RI,Rhode Island,Female,Female,,Percent of students in grades 9-12 who have obesity,7.8
2013,RI,Rhode Island,,9th,9th,Percent of students in grades 9-12 who have obesity,9.7
2013,RI,Rhode Island,,10th,10th,Percent of students in grades 9-12 who have obesity,11.4
2013,RI,Rhode Island,,11th,11th,Percent of students in grades 9-12 who have obesity,11.0
2013,RI,Rhode Island,,12th,12th,Percent of students in grades 9-12 who have obesity,10.5
2013,RI,Rhode Island,Male,Male,,Percent of students in grades 9-12 who have obesity,13.3
2013,RI,Rhode Island,,Total,,Percent of students in grades 9-12 who have obesity,10.7
2013,RI,Rhode Island,,2 or more races,,Percent of students in grades 9-12 who have obesity,12.1
2013,RI,Rhode Island,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,RI,Rhode Island,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.8
2013,RI,Rhode Island,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.6
2013,RI,Rhode Island,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,RI,Rhode Island,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,RI,Rhode Island,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,8.4
2013,SC,South Carolina,Female,Female,,Percent of students in grades 9-12 who have obesity,9.6
2013,SC,South Carolina,,9th,9th,Percent of students in grades 9-12 who have obesity,13.8
2013,SC,South Carolina,,10th,10th,Percent of students in grades 9-12 who have obesity,14.7
2013,SC,South Carolina,,11th,11th,Percent of students in grades 9-12 who have obesity,15.3
2013,SC,South Carolina,,12th,12th,Percent of students in grades 9-12 who have obesity,11.2
2013,SC,South Carolina,Male,Male,,Percent of students in grades 9-12 who have obesity,18.0
2013,SC,South Carolina,,Total,,Percent of students in grades 9-12 who have obesity,13.9
2013,SC,South Carolina,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,SC,South Carolina,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,SC,South Carolina,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,16.2
2013,SC,South Carolina,,Hispanic,,Percent of students in grades 9-12 who have obesity,17.1
2013,SC,South Carolina,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,SC,South Carolina,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,SC,South Carolina,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.8
2013,SD,South Dakota,Female,Female,,Percent of students in grades 9-12 who have obesity,7.1
2013,SD,South Dakota,,9th,9th,Percent of students in grades 9-12 who have obesity,13.7
2013,SD,South Dakota,,10th,10th,Percent of students in grades 9-12 who have obesity,13.8
2013,SD,South Dakota,,11th,11th,Percent of students in grades 9-12 who have obesity,7.8
2013,SD,South Dakota,,12th,12th,Percent of students in grades 9-12 who have obesity,11.7
2013,SD,South Dakota,Male,Male,,Percent of students in grades 9-12 who have obesity,16.6
2013,SD,South Dakota,,Total,,Percent of students in grades 9-12 who have obesity,11.9
2013,SD,South Dakota,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,SD,South Dakota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.2
2013,TN,Tennessee,Female,Female,,Percent of students in grades 9-12 who have obesity,13.7
2013,TN,Tennessee,,9th,9th,Percent of students in grades 9-12 who have obesity,20.3
2013,TN,Tennessee,,10th,10th,Percent of students in grades 9-12 who have obesity,14.0
2013,TN,Tennessee,,11th,11th,Percent of students in grades 9-12 who have obesity,16.1
2013,TN,Tennessee,,12th,12th,Percent of students in grades 9-12 who have obesity,16.3
2013,TN,Tennessee,Male,Male,,Percent of students in grades 9-12 who have obesity,20.0
2013,TN,Tennessee,,Total,,Percent of students in grades 9-12 who have obesity,16.9
2013,TN,Tennessee,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,TN,Tennessee,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,TN,Tennessee,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.7
2013,TN,Tennessee,,Hispanic,,Percent of students in grades 9-12 who have obesity,23.6
2013,TN,Tennessee,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,TN,Tennessee,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,TN,Tennessee,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.0
2013,TX,Texas,Female,Female,,Percent of students in grades 9-12 who have obesity,11.8
2013,TX,Texas,,9th,9th,Percent of students in grades 9-12 who have obesity,13.7
2013,TX,Texas,,10th,10th,Percent of students in grades 9-12 who have obesity,19.5
2013,TX,Texas,,11th,11th,Percent of students in grades 9-12 who have obesity,13.7
2013,TX,Texas,,12th,12th,Percent of students in grades 9-12 who have obesity,15.9
2013,TX,Texas,Male,Male,,Percent of students in grades 9-12 who have obesity,19.4
2013,TX,Texas,,Total,,Percent of students in grades 9-12 who have obesity,15.7
2013,TX,Texas,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,TX,Texas,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,TX,Texas,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,14.6
2013,TX,Texas,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.0
2013,TX,Texas,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,TX,Texas,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,TX,Texas,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,12.1
2013,US,National,Female,Female,,Percent of students in grades 9-12 who have obesity,10.9
2013,US,National,,9th,9th,Percent of students in grades 9-12 who have obesity,13.2
2013,US,National,,10th,10th,Percent of students in grades 9-12 who have obesity,13.6
2013,US,National,,11th,11th,Percent of students in grades 9-12 who have obesity,14.5
2013,US,National,,12th,12th,Percent of students in grades 9-12 who have obesity,13.5
2013,US,National,Male,Male,,Percent of students in grades 9-12 who have obesity,16.6
2013,US,National,,Total,,Percent of students in grades 9-12 who have obesity,13.7
2013,US,National,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.2
2013,US,National,,Asian,,Percent of students in grades 9-12 who have obesity,5.6
2013,US,National,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.7
2013,US,National,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.2
2013,US,National,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,7.5
2013,US,National,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,9.1
2013,US,National,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.1
2013,UT,Utah,Female,Female,,Percent of students in grades 9-12 who have obesity,4.5
2013,UT,Utah,,9th,9th,Percent of students in grades 9-12 who have obesity,6.2
2013,UT,Utah,,10th,10th,Percent of students in grades 9-12 who have obesity,7.9
2013,UT,Utah,,11th,11th,Percent of students in grades 9-12 who have obesity,6.4
2013,UT,Utah,,12th,12th,Percent of students in grades 9-12 who have obesity,5.0
2013,UT,Utah,Male,Male,,Percent of students in grades 9-12 who have obesity,8.3
2013,UT,Utah,,Total,,Percent of students in grades 9-12 who have obesity,6.4
2013,UT,Utah,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,UT,Utah,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,UT,Utah,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,UT,Utah,,Hispanic,,Percent of students in grades 9-12 who have obesity,10.7
2013,UT,Utah,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,UT,Utah,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,UT,Utah,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,5.6
2013,VA,Virginia,Female,Female,,Percent of students in grades 9-12 who have obesity,9.4
2013,VA,Virginia,,9th,9th,Percent of students in grades 9-12 who have obesity,12.2
2013,VA,Virginia,,10th,10th,Percent of students in grades 9-12 who have obesity,11.1
2013,VA,Virginia,,11th,11th,Percent of students in grades 9-12 who have obesity,10.0
2013,VA,Virginia,,12th,12th,Percent of students in grades 9-12 who have obesity,14.8
2013,VA,Virginia,Male,Male,,Percent of students in grades 9-12 who have obesity,14.5
2013,VA,Virginia,,Total,,Percent of students in grades 9-12 who have obesity,12.0
2013,VA,Virginia,,2 or more races,,Percent of students in grades 9-12 who have obesity,13.5
2013,VA,Virginia,,Asian,,Percent of students in grades 9-12 who have obesity,5.9
2013,VA,Virginia,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.6
2013,VA,Virginia,,Hispanic,,Percent of students in grades 9-12 who have obesity,10.8
2013,VA,Virginia,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,VA,Virginia,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,VA,Virginia,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.5
2013,VI,Virgin Islands,Female,Female,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,9th,9th,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,10th,10th,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,11th,11th,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,12th,12th,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,Male,Male,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Total,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,VI,Virgin Islands,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2013,VT,Vermont,Female,Female,,Percent of students in grades 9-12 who have obesity,9.5
2013,VT,Vermont,,9th,9th,Percent of students in grades 9-12 who have obesity,13.8
2013,VT,Vermont,,10th,10th,Percent of students in grades 9-12 who have obesity,14.2
2013,VT,Vermont,,11th,11th,Percent of students in grades 9-12 who have obesity,13.3
2013,VT,Vermont,,12th,12th,Percent of students in grades 9-12 who have obesity,11.5
2013,VT,Vermont,Male,Male,,Percent of students in grades 9-12 who have obesity,16.7
2013,VT,Vermont,,Total,,Percent of students in grades 9-12 who have obesity,13.2
2013,VT,Vermont,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.8
2013,VT,Vermont,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,VT,Vermont,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,VT,Vermont,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.6
2013,VT,Vermont,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,VT,Vermont,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,16.8
2013,VT,Vermont,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.0
2013,WA,Washington,Female,Female,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,9th,9th,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,10th,10th,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,11th,11th,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,12th,12th,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,Male,Male,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Total,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,WA,Washington,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2013,WI,Wisconsin,Female,Female,,Percent of students in grades 9-12 who have obesity,8.1
2013,WI,Wisconsin,,9th,9th,Percent of students in grades 9-12 who have obesity,11.8
2013,WI,Wisconsin,,10th,10th,Percent of students in grades 9-12 who have obesity,10.4
2013,WI,Wisconsin,,11th,11th,Percent of students in grades 9-12 who have obesity,14.5
2013,WI,Wisconsin,,12th,12th,Percent of students in grades 9-12 who have obesity,10.0
2013,WI,Wisconsin,Male,Male,,Percent of students in grades 9-12 who have obesity,15.0
2013,WI,Wisconsin,,Total,,Percent of students in grades 9-12 who have obesity,11.6
2013,WI,Wisconsin,,2 or more races,,Percent of students in grades 9-12 who have obesity,8.2
2013,WI,Wisconsin,,Asian,,Percent of students in grades 9-12 who have obesity,11.5
2013,WI,Wisconsin,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.9
2013,WI,Wisconsin,,Hispanic,,Percent of students in grades 9-12 who have obesity,10.5
2013,WI,Wisconsin,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,WI,Wisconsin,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,WI,Wisconsin,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.7
2013,WV,West Virginia,Female,Female,,Percent of students in grades 9-12 who have obesity,12.5
2013,WV,West Virginia,,9th,9th,Percent of students in grades 9-12 who have obesity,14.8
2013,WV,West Virginia,,10th,10th,Percent of students in grades 9-12 who have obesity,17.9
2013,WV,West Virginia,,11th,11th,Percent of students in grades 9-12 who have obesity,14.0
2013,WV,West Virginia,,12th,12th,Percent of students in grades 9-12 who have obesity,14.9
2013,WV,West Virginia,Male,Male,,Percent of students in grades 9-12 who have obesity,18.8
2013,WV,West Virginia,,Total,,Percent of students in grades 9-12 who have obesity,15.6
2013,WV,West Virginia,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,WV,West Virginia,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.5
2013,WY,Wyoming,Female,Female,,Percent of students in grades 9-12 who have obesity,8.4
2013,WY,Wyoming,,9th,9th,Percent of students in grades 9-12 who have obesity,8.8
2013,WY,Wyoming,,10th,10th,Percent of students in grades 9-12 who have obesity,11.5
2013,WY,Wyoming,,11th,11th,Percent of students in grades 9-12 who have obesity,10.4
2013,WY,Wyoming,,12th,12th,Percent of students in grades 9-12 who have obesity,11.9
2013,WY,Wyoming,Male,Male,,Percent of students in grades 9-12 who have obesity,12.9
2013,WY,Wyoming,,Total,,Percent of students in grades 9-12 who have obesity,10.7
2013,WY,Wyoming,,2 or more races,,Percent of students in grades 9-12 who have obesity,6.6
2013,WY,Wyoming,,Asian,,Percent of students in grades 9-12 who have obesity,
2013,WY,Wyoming,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2013,WY,Wyoming,,Hispanic,,Percent of students in grades 9-12 who have obesity,11.8
2013,WY,Wyoming,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2013,WY,Wyoming,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2013,WY,Wyoming,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.7
2015,AK,Alaska,Female,Female,,Percent of students in grades 9-12 who have obesity,10.9
2015,AK,Alaska,,9th,9th,Percent of students in grades 9-12 who have obesity,13.2
2015,AK,Alaska,,10th,10th,Percent of students in grades 9-12 who have obesity,13.0
2015,AK,Alaska,,11th,11th,Percent of students in grades 9-12 who have obesity,14.2
2015,AK,Alaska,,12th,12th,Percent of students in grades 9-12 who have obesity,16.1
2015,AK,Alaska,Male,Male,,Percent of students in grades 9-12 who have obesity,16.9
2015,AK,Alaska,,Total,,Percent of students in grades 9-12 who have obesity,14.0
2015,AK,Alaska,,2 or more races,,Percent of students in grades 9-12 who have obesity,17.8
2015,AK,Alaska,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,AK,Alaska,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,AK,Alaska,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.6
2015,AK,Alaska,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,AK,Alaska,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,12.7
2015,AK,Alaska,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.3
2015,AL,Alabama,Female,Female,,Percent of students in grades 9-12 who have obesity,13.5
2015,AL,Alabama,,9th,9th,Percent of students in grades 9-12 who have obesity,14.8
2015,AL,Alabama,,10th,10th,Percent of students in grades 9-12 who have obesity,14.1
2015,AL,Alabama,,11th,11th,Percent of students in grades 9-12 who have obesity,19.2
2015,AL,Alabama,,12th,12th,Percent of students in grades 9-12 who have obesity,16.5
2015,AL,Alabama,Male,Male,,Percent of students in grades 9-12 who have obesity,18.6
2015,AL,Alabama,,Total,,Percent of students in grades 9-12 who have obesity,16.1
2015,AL,Alabama,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,AL,Alabama,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,AL,Alabama,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.6
2015,AL,Alabama,,Hispanic,,Percent of students in grades 9-12 who have obesity,
